Time (sec)	¥ÄZ/Z0 (%)	¥ÄZ/Z0 (%) with a smoothing filter
1583.288	17.49923	17.46096
1583.387	17.48697	17.4608
1583.487	17.47354	17.46064
1583.586	17.45947	17.46048
1583.685	17.44653	17.46033
1583.785	17.43501	17.46018
1583.884	17.4244	17.46003
1583.983	17.41429	17.45989
1584.082	17.40304	17.45976
1584.182	17.38979	17.45963
1584.281	17.37544	17.45951
1584.38	17.36126	17.45939
1584.48	17.34826	17.45929
1584.579	17.33791	17.45919
1584.678	17.33024	17.45911
1584.778	17.32413	17.45903
1584.877	17.31903	17.45896
1584.976	17.31481	17.4589
1585.076	17.31118	17.45885
1585.175	17.30914	17.4588
1585.274	17.30829	17.45877
1585.373	17.3081	17.45874
1585.473	17.30868	17.45872
1585.572	17.30811	17.45871
1585.671	17.30623	17.45871
1585.771	17.30185	17.45871
1585.87	17.29432	17.45873
1585.969	17.28507	17.45875
1586.069	17.2747	17.45878
1586.168	17.26381	17.45883
1586.267	17.25306	17.45888
1586.366	17.24176	17.45894
1586.466	17.22999	17.45901
1586.565	17.21668	17.45908
1586.664	17.20211	17.45916
1586.764	17.1862	17.45926
1586.863	17.16935	17.45936
1586.962	17.15284	17.45946
1587.062	17.13738	17.45958
1587.161	17.12346	17.4597
1587.26	17.11088	17.45984
1587.359	17.09952	17.45998
1587.459	17.08785	17.46013
1587.558	17.07583	17.46028
1587.657	17.06344	17.46045
1587.757	17.05102	17.46062
1587.856	17.03956	17.46079
1587.955	17.02932	17.46097
1588.055	17.02087	17.46115
1588.154	17.01405	17.46134
1588.253	17.00815	17.46153
1588.353	17.00224	17.46173
1588.452	16.99601	17.46193
1588.551	16.98929	17.46213
1588.65	16.98258	17.46234
1588.75	16.97717	17.46255
1588.849	16.97351	17.46276
1588.948	16.97267	17.46298
1589.048	16.97433	17.4632
1589.147	16.97738	17.46343
1589.246	16.98126	17.46366
1589.346	16.9848	17.4639
1589.445	16.98747	17.46414
1589.544	16.99018	17.46439
1589.643	16.99307	17.46464
1589.743	16.99714	17.46489
1589.842	17.00231	17.46514
1589.941	17.00792	17.4654
1590.041	17.01366	17.46566
1590.14	17.01801	17.46591
1590.239	17.02182	17.46617
1590.339	17.02501	17.46643
1590.438	17.02773	17.46669
1590.537	17.03056	17.46694
1590.636	17.03271	17.4672
1590.736	17.0335	17.46746
1590.835	17.03196	17.46772
1590.934	17.0268	17.46798
1591.034	17.01833	17.46824
1591.133	17.00665	17.4685
1591.232	16.99303	17.46876
1591.332	16.97908	17.46903
1591.431	16.96515	17.4693
1591.53	16.95201	17.46957
1591.63	16.93896	17.46984
1591.729	16.92515	17.47012
1591.828	16.91045	17.4704
1591.927	16.89518	17.47067
1592.027	16.87975	17.47095
1592.126	16.86492	17.47123
1592.225	16.85125	17.47151
1592.325	16.83871	17.47179
1592.424	16.82629	17.47207
1592.523	16.8145	17.47235
1592.623	16.80214	17.47262
1592.722	16.78867	17.4729
1592.821	16.77527	17.47317
1592.92	16.76194	17.47344
1593.02	16.74999	17.47371
1593.119	16.73992	17.47397
1593.218	16.73175	17.47422
1593.318	16.72479	17.47448
1593.417	16.71769	17.47472
1593.516	16.71027	17.47497
1593.616	16.70223	17.47521
1593.715	16.69381	17.47544
1593.814	16.68695	17.47568
1593.913	16.68191	17.47591
1594.013	16.67915	17.47614
1594.112	16.67901	17.47638
1594.211	16.67931	17.47661
1594.311	16.67953	17.47685
1594.41	16.67904	17.47709
1594.509	16.67725	17.47733
1594.609	16.67527	17.47757
1594.708	16.67368	17.47781
1594.807	16.67299	17.47806
1594.907	16.67352	17.4783
1595.006	16.67503	17.47854
1595.105	16.67662	17.47878
1595.204	16.67685	17.47902
1595.304	16.67498	17.47926
1595.403	16.67118	17.47949
1595.502	16.66591	17.47972
1595.602	16.66046	17.47996
1595.701	16.65536	17.48018
1595.8	16.65025	17.48041
1595.9	16.64478	17.48064
1595.999	16.63806	17.48086
1596.098	16.63001	17.48109
1596.197	16.62106	17.48131
1596.297	16.61165	17.48153
1596.396	16.60277	17.48176
1596.495	16.59505	17.48198
1596.595	16.58788	17.4822
1596.694	16.58116	17.48242
1596.793	16.57447	17.48265
1596.893	16.5669	17.48287
1596.992	16.55874	17.4831
1597.091	16.54996	17.48332
1597.19	16.54082	17.48355
1597.29	16.53205	17.48378
1597.389	16.52516	17.48401
1597.488	16.51971	17.48423
1597.588	16.51588	17.48446
1597.687	16.51306	17.48468
1597.786	16.50944	17.4849
1597.886	16.5057	17.48512
1597.985	16.50257	17.48533
1598.084	16.50015	17.48554
1598.184	16.49913	17.48574
1598.283	16.49968	17.48595
1598.382	16.50074	17.48615
1598.481	16.50174	17.48634
1598.581	16.50251	17.48654
1598.68	16.50227	17.48672
1598.779	16.50115	17.48691
1598.879	16.50027	17.48709
1598.978	16.49995	17.48727
1599.077	16.50061	17.48744
1599.177	16.50273	17.48762
1599.276	16.50542	17.48781
1599.375	16.50802	17.48799
1599.474	16.51015	17.48818
1599.574	16.51055	17.48837
1599.673	16.50977	17.48856
1599.772	16.50825	17.48875
1599.872	16.50629	17.48895
1599.971	16.50536	17.48916
1600.07	16.50499	17.48938
1600.17	16.50545	17.48961
1600.269	16.50617	17.48985
1600.368	16.50598	17.4901
1600.467	16.50569	17.49036
1600.567	16.50502	17.49062
1600.666	16.50569	17.4909
1600.765	16.5082	17.49119
1600.865	16.51179	17.49149
1600.964	16.51511	17.49181
1601.063	16.51645	17.49213
1601.163	16.51577	17.49247
1601.262	16.51295	17.49282
1601.361	16.5091	17.49317
1601.461	16.50531	17.49354
1601.56	16.50241	17.49392
1601.659	16.50158	17.4943
1601.758	16.50308	17.49469
1601.858	16.50641	17.49509
1601.957	16.51009	17.4955
1602.056	16.5131	17.49591
1602.156	16.51567	17.49632
1602.255	16.51846	17.49674
1602.354	16.52245	17.49717
1602.454	16.5294	17.4976
1602.553	16.53933	17.49803
1602.652	16.55148	17.49847
1602.751	16.56562	17.49892
1602.851	16.58103	17.49937
1602.95	16.5977	17.49983
1603.049	16.61719	17.50029
1603.149	16.60688	17.50077
1603.248	16.60071	17.50125
1603.347	16.59765	17.50174
1603.447	16.59582	17.50225
1603.546	16.59317	17.50276
1603.645	16.58918	17.50329
1603.744	16.58245	17.50383
1603.844	16.57321	17.50438
1603.943	16.56326	17.50494
1604.042	16.55362	17.50552
1604.142	16.54646	17.5061
1604.241	16.54133	17.5067
1604.34	16.53577	17.50731
1604.44	16.52782	17.50793
1604.539	16.51617	17.50855
1604.638	16.50349	17.50919
1604.738	16.49164	17.50984
1604.837	16.48122	17.5105
1604.936	16.47292	17.51117
1605.035	16.46461	17.51186
1605.135	16.45577	17.51255
1605.234	16.44821	17.51326
1605.333	16.44225	17.51398
1605.433	16.43771	17.51471
1605.532	16.43528	17.51546
1605.631	16.43365	17.51621
1605.731	16.43117	17.51698
1605.83	16.42831	17.51777
1605.929	16.42514	17.51856
1606.028	16.42298	17.51937
1606.128	16.42365	17.52019
1606.227	16.42793	17.52102
1606.326	16.43647	17.52185
1606.426	16.45115	17.5227
1606.525	16.47483	17.52355
1606.624	16.50495	17.52441
1606.724	16.53956	17.52527
1606.823	16.57481	17.52613
1606.922	16.60683	17.52699
1607.021	16.63489	17.52784
1607.121	16.65865	17.5287
1607.22	16.67832	17.52954
1607.319	16.69236	17.53038
1607.419	16.70234	17.53122
1607.518	16.70839	17.53205
1607.617	16.71157	17.53287
1607.717	16.71346	17.53368
1607.816	16.71347	17.5345
1607.915	16.71107	17.5353
1608.015	16.70469	17.53611
1608.114	16.69306	17.53691
1608.213	16.67097	17.5377
1608.312	16.63701	17.5385
1608.412	16.59588	17.53928
1608.511	16.54734	17.54007
1608.61	16.4962	17.54085
1608.71	16.44572	17.54162
1608.809	16.39093	17.5424
1608.908	16.33262	17.54316
1609.008	16.27172	17.54392
1609.107	16.20701	17.54468
1609.206	16.14158	17.54542
1609.305	16.07741	17.54617
1609.405	16.01576	17.5469
1609.504	15.95644	17.54762
1609.603	15.89598	17.54834
1609.703	15.83273	17.54906
1609.802	15.76547	17.54976
1609.901	15.6963	17.55046
1610.001	15.62673	17.55115
1610.1	15.55866	17.55183
1610.199	15.49263	17.5525
1610.298	15.42769	17.55316
1610.398	15.36388	17.55382
1610.497	15.29986	17.55446
1610.596	15.23578	17.55509
1610.696	15.1723	17.55572
1610.795	15.11072	17.55633
1610.894	15.05256	17.55694
1610.994	14.99776	17.55754
1611.093	14.94554	17.55812
1611.192	14.89577	17.5587
1611.292	14.84765	17.55927
1611.391	14.80074	17.55983
1611.49	14.75591	17.56038
1611.589	14.71305	17.56093
1611.689	14.67246	17.56146
1611.788	14.63433	17.56199
1611.887	14.59758	17.56251
1611.987	14.56175	17.56303
1612.086	14.52723	17.56354
1612.185	14.49357	17.56405
1612.285	14.46139	17.56455
1612.384	14.43154	17.56504
1612.483	14.40301	17.56553
1612.582	14.37633	17.56601
1612.682	14.35104	17.56649
1612.781	14.32561	17.56696
1612.88	14.29944	17.56743
1612.98	14.27312	17.56789
1613.079	14.24738	17.56835
1613.178	14.22341	17.56879
1613.278	14.202	17.56923
1613.377	14.18294	17.56966
1613.476	14.16564	17.57008
1613.575	14.15014	17.57049
1613.675	14.13728	17.57089
1613.774	14.12639	17.57128
1613.873	14.11777	17.57166
1613.973	14.11072	17.57203
1614.072	14.10402	17.5724
1614.171	14.09851	17.57275
1614.271	14.09361	17.5731
1614.37	14.0899	17.57345
1614.469	14.08764	17.57379
1614.569	14.08596	17.57413
1614.668	14.08488	17.57446
1614.767	14.0829	17.57479
1614.866	14.07941	17.57511
1614.966	14.07404	17.57543
1615.065	14.06754	17.57574
1615.164	14.06099	17.57606
1615.264	14.05531	17.57636
1615.363	14.05118	17.57667
1615.462	14.04844	17.57697
1615.562	14.04681	17.57726
1615.661	14.04574	17.57755
1615.76	14.04549	17.57784
1615.859	14.0457	17.57812
1615.959	14.04656	17.57839
1616.058	14.04887	17.57866
1616.157	14.0518	17.57892
1616.257	14.05567	17.57918
1616.356	14.06033	17.57942
1616.455	14.06476	17.57967
1616.555	14.06987	17.5799
1616.654	14.07525	17.58013
1616.753	14.08054	17.58036
1616.852	14.08769	17.58058
1616.952	14.09617	17.5808
1617.051	14.10648	17.58101
1617.15	14.1193	17.58122
1617.25	14.13367	17.58143
1617.349	14.14906	17.58164
1617.448	14.16565	17.58184
1617.548	14.18269	17.58205
1617.647	14.19989	17.58225
1617.746	14.21951	17.58245
1617.846	14.24043	17.58265
1617.945	14.26261	17.58286
1618.044	14.28659	17.58306
1618.143	14.31114	17.58327
1618.243	14.3361	17.58348
1618.342	14.36146	17.5837
1618.441	14.386	17.58392
1618.541	14.40922	17.58415
1618.64	14.43264	17.58438
1618.739	14.45698	17.58463
1618.839	14.48308	17.58488
1618.938	14.51082	17.58515
1619.037	14.54015	17.58543
1619.136	14.5706	17.58571
1619.236	14.6007	17.58601
1619.335	14.63055	17.58631
1619.434	14.65918	17.58662
1619.534	14.68795	17.58694
1619.633	14.71804	17.58727
1619.732	14.74984	17.58761
1619.832	14.78305	17.58795
1619.931	14.81692	17.5883
1620.03	14.85215	17.58865
1620.129	14.88758	17.58901
1620.229	14.92447	17.58938
1620.328	14.96262	17.58975
1620.427	15.00141	17.59013
1620.527	15.04168	17.59052
1620.626	15.08169	17.59091
1620.725	15.12131	17.5913
1620.825	15.16037	17.5917
1620.924	15.19958	17.5921
1621.023	15.2404	17.5925
1621.123	15.28223	17.59291
1621.222	15.32516	17.59332
1621.321	15.36948	17.59373
1621.42	15.41489	17.59415
1621.52	15.46174	17.59458
1621.619	15.50947	17.59501
1621.718	15.55654	17.59545
1621.818	15.60297	17.5959
1621.917	15.64954	17.59636
1622.016	15.69715	17.59683
1622.116	15.74643	17.59731
1622.215	15.79676	17.59781
1622.314	15.84751	17.59832
1622.413	15.8968	17.59885
1622.513	15.94417	17.59939
1622.612	15.98967	17.59994
1622.711	16.03245	17.60051
1622.811	16.07252	17.60109
1622.91	16.10925	17.60168
1623.009	16.14107	17.60229
1623.109	16.20269	17.60292
1623.208	16.2616	17.60355
1623.307	16.31808	17.60421
1623.406	16.37362	17.60488
1623.506	16.4297	17.60556
1623.605	16.48593	17.60626
1623.704	16.54457	17.60697
1623.804	16.60672	17.6077
1623.903	16.67057	17.60845
1624.002	16.73619	17.60921
1624.102	16.80102	17.60998
1624.201	16.86379	17.61077
1624.3	16.92717	17.61157
1624.4	16.99285	17.61239
1624.499	17.06229	17.61322
1624.598	17.13322	17.61406
1624.697	17.20375	17.61491
1624.797	17.27309	17.61578
1624.896	17.33947	17.61665
1624.995	17.40491	17.61754
1625.095	17.4689	17.61843
1625.194	17.53079	17.61934
1625.293	17.59124	17.62025
1625.393	17.65074	17.62117
1625.492	17.70971	17.6221
1625.591	17.76865	17.62303
1625.69	17.82858	17.62396
1625.79	17.88904	17.6249
1625.889	17.949	17.62584
1625.988	18.00688	17.62677
1626.088	18.06126	17.6277
1626.187	18.11028	17.62864
1626.286	18.15318	17.62956
1626.386	18.18699	17.63049
1626.485	18.20843	17.63141
1626.584	18.21876	17.63234
1626.683	18.2194	17.63326
1626.783	18.21389	17.63418
1626.882	18.20541	17.6351
1626.981	18.19484	17.63601
1627.081	18.18244	17.63693
1627.18	18.1682	17.63785
1627.279	18.15315	17.63877
1627.379	18.13656	17.63969
1627.478	18.1187	17.64061
1627.577	18.09975	17.64153
1627.677	18.07909	17.64245
1627.776	18.05755	17.64336
1627.875	18.03549	17.64428
1627.974	18.01342	17.64519
1628.074	17.99217	17.64611
1628.173	17.97677	17.64702
1628.272	17.97041	17.64793
1628.372	17.96933	17.64883
1628.471	17.9748	17.64974
1628.57	17.98373	17.65063
1628.67	17.99134	17.65153
1628.769	18.00237	17.65242
1628.868	18.01549	17.65331
1628.967	18.02936	17.65419
1629.067	18.04612	17.65507
1629.166	18.06341	17.65594
1629.265	18.07956	17.65682
1629.365	18.09306	17.65769
1629.464	18.10364	17.65856
1629.563	18.11338	17.65942
1629.663	18.12385	17.66029
1629.762	18.1363	17.66115
1629.861	18.14942	17.66201
1629.96	18.16292	17.66288
1630.06	18.17622	17.66374
1630.159	18.18897	17.6646
1630.258	18.20229	17.66546
1630.358	18.21555	17.66631
1630.457	18.22936	17.66716
1630.556	18.24361	17.66801
1630.656	18.25819	17.66885
1630.755	18.27337	17.66968
1630.854	18.28847	17.67051
1630.954	18.30399	17.67134
1631.053	18.32027	17.67215
1631.152	18.33679	17.67296
1631.251	18.35338	17.67377
1631.351	18.36959	17.67457
1631.45	18.38432	17.67536
1631.549	18.39777	17.67615
1631.649	18.41065	17.67693
1631.748	18.4228	17.6777
1631.847	18.43456	17.67847
1631.947	18.44613	17.67922
1632.046	18.45639	17.67997
1632.145	18.46526	17.68071
1632.244	18.47268	17.68144
1632.344	18.47859	17.68216
1632.443	18.48376	17.68287
1632.542	18.48903	17.68357
1632.642	18.49535	17.68425
1632.741	18.50287	17.68492
1632.84	18.51207	17.68559
1632.94	18.52131	17.68623
1633.039	18.52956	17.68687
1633.138	18.53678	17.68749
1633.237	18.54301	17.68811
1633.337	18.54913	17.68871
1633.436	18.55523	17.6893
1633.535	18.56076	17.68988
1633.635	18.56431	17.69044
1633.734	18.56596	17.691
1633.833	18.56567	17.69154
1633.933	18.56421	17.69207
1634.032	18.56264	17.69259
1634.131	18.56048	17.6931
1634.231	18.55809	17.69359
1634.33	18.55419	17.69406
1634.429	18.54907	17.69453
1634.528	18.54328	17.69498
1634.628	18.53727	17.69542
1634.727	18.53267	17.69585
1634.826	18.52945	17.69627
1634.926	18.52801	17.69667
1635.025	18.52772	17.69706
1635.124	18.52783	17.69745
1635.224	18.52779	17.69782
1635.323	18.52657	17.69817
1635.422	18.52438	17.69852
1635.521	18.52102	17.69885
1635.621	18.5173	17.69917
1635.72	18.51339	17.69947
1635.819	18.5095	17.69977
1635.919	18.50594	17.70005
1636.018	18.50218	17.70033
1636.117	18.49925	17.7006
1636.217	18.49686	17.70086
1636.316	18.49526	17.70111
1636.415	18.49465	17.70135
1636.514	18.49427	17.70159
1636.614	18.49407	17.70181
1636.713	18.49304	17.70204
1636.812	18.49019	17.70225
1636.912	18.48613	17.70246
1637.011	18.48014	17.70265
1637.11	18.47325	17.70284
1637.21	18.46556	17.70302
1637.309	18.45673	17.70319
1637.408	18.44705	17.70335
1637.508	18.43587	17.70351
1637.607	18.42363	17.70366
1637.706	18.40955	17.70381
1637.805	18.39448	17.70395
1637.905	18.37855	17.70409
1638.004	18.36103	17.70423
1638.103	18.3419	17.70435
1638.203	18.32143	17.70448
1638.302	18.29987	17.7046
1638.401	18.27844	17.70471
1638.501	18.25846	17.70482
1638.6	18.23909	17.70492
1638.699	18.22072	17.70501
1638.798	18.20329	17.7051
1638.898	18.18641	17.70518
1638.997	18.16944	17.70525
1639.096	18.15134	17.70532
1639.196	18.1338	17.70537
1639.295	18.11671	17.70542
1639.394	18.10233	17.70546
1639.494	18.09124	17.70549
1639.593	18.08215	17.70551
1639.692	18.07473	17.70552
1639.791	18.06782	17.70553
1639.891	18.06105	17.70553
1639.99	18.05418	17.70552
1640.089	18.04815	17.70551
1640.189	18.04256	17.70549
1640.288	18.0388	17.70547
1640.387	18.0364	17.70544
1640.487	18.03468	17.70541
1640.586	18.03346	17.70538
1640.685	18.03153	17.70534
1640.785	18.02886	17.7053
1640.884	18.02594	17.70526
1640.983	18.02306	17.70522
1641.082	18.02104	17.70518
1641.182	18.02064	17.70515
1641.281	18.0208	17.70511
1641.38	18.02074	17.70508
1641.48	18.01936	17.70505
1641.579	18.01649	17.70502
1641.678	18.01296	17.705
1641.778	18.00989	17.70498
1641.877	18.00754	17.70496
1641.976	18.00511	17.70494
1642.075	18.00197	17.70493
1642.175	17.99756	17.70492
1642.274	17.99174	17.70492
1642.373	17.9849	17.70492
1642.473	17.97728	17.70493
1642.572	17.96927	17.70495
1642.671	17.96146	17.70497
1642.771	17.95386	17.70499
1642.87	17.94655	17.70503
1642.969	17.93953	17.70506
1643.068	17.93255	17.70511
1643.168	17.92585	17.70516
1643.267	17.92021	17.70521
1643.366	17.91614	17.70527
1643.466	17.91367	17.70533
1643.565	17.91355	17.7054
1643.664	17.91486	17.70547
1643.764	17.91601	17.70554
1643.863	17.91772	17.70562
1643.962	17.91942	17.7057
1644.062	17.92173	17.70579
1644.161	17.92586	17.70587
1644.26	17.93119	17.70597
1644.359	17.93722	17.70606
1644.459	17.94296	17.70616
1644.558	17.94845	17.70626
1644.657	17.95313	17.70636
1644.757	17.95725	17.70646
1644.856	17.96155	17.70657
1644.955	17.96501	17.70668
1645.055	17.96838	17.70679
1645.154	17.97144	17.7069
1645.253	17.97402	17.70701
1645.352	17.97592	17.70713
1645.452	17.97672	17.70724
1645.551	17.9763	17.70736
1645.65	17.97464	17.70747
1645.75	17.97285	17.70759
1645.849	17.97147	17.7077
1645.948	17.97083	17.70782
1646.048	17.97083	17.70794
1646.147	17.9715	17.70806
1646.246	17.97227	17.70818
1646.345	17.97325	17.70829
1646.445	17.97487	17.70841
1646.544	17.97712	17.70852
1646.643	17.98095	17.70864
1646.743	17.98617	17.70875
1646.842	17.99256	17.70886
1646.941	17.99933	17.70898
1647.041	18.00576	17.70909
1647.14	18.01178	17.70921
1647.239	18.01766	17.70933
1647.339	18.02428	17.70944
1647.438	18.0322	17.70956
1647.537	18.04124	17.70968
1647.636	18.05063	17.7098
1647.736	18.05961	17.70992
1647.835	18.06706	17.71004
1647.934	18.07336	17.71015
1648.034	18.07907	17.71026
1648.133	18.08486	17.71037
1648.232	18.09172	17.71047
1648.332	18.09985	17.71058
1648.431	18.10844	17.71068
1648.53	18.11649	17.71078
1648.629	18.12377	17.71087
1648.729	18.12962	17.71098
1648.828	18.13494	17.71108
1648.927	18.14045	17.71117
1649.027	18.14564	17.71127
1649.126	18.1509	17.71137
1649.225	18.15605	17.71147
1649.325	18.16077	17.71156
1649.424	18.16499	17.71165
1649.523	18.1693	17.71174
1649.622	18.17359	17.71182
1649.722	18.17867	17.7119
1649.821	18.18507	17.71197
1649.92	18.19288	17.71203
1650.02	18.20119	17.71209
1650.119	18.20951	17.71214
1650.218	18.21722	17.71219
1650.318	18.22435	17.71224
1650.417	18.23204	17.71229
1650.516	18.24091	17.71234
1650.616	18.25129	17.71239
1650.715	18.26206	17.71245
1650.814	18.27251	17.71251
1650.913	18.28126	17.71258
1651.013	18.28805	17.71265
1651.112	18.2929	17.71272
1651.211	18.29612	17.71279
1651.311	18.29906	17.71287
1651.41	18.30231	17.71296
1651.509	18.30659	17.71306
1651.609	18.31154	17.71316
1651.708	18.31624	17.71328
1651.807	18.32048	17.7134
1651.906	18.32428	17.71353
1652.006	18.32817	17.71367
1652.105	18.33351	17.71381
1652.204	18.34016	17.71396
1652.304	18.34767	17.71411
1652.403	18.35578	17.71427
1652.502	18.36303	17.71443
1652.602	18.36885	17.7146
1652.701	18.37431	17.71477
1652.8	18.37933	17.71494
1652.899	18.38526	17.71512
1652.999	18.39288	17.71531
1653.098	18.40093	17.7155
1653.197	18.40979	17.71569
1653.297	18.41854	17.71589
1653.396	18.42699	17.71609
1653.495	18.43565	17.71629
1653.595	18.44512	17.7165
1653.694	18.45539	17.7167
1653.793	18.46752	17.71691
1653.893	18.47985	17.71712
1653.992	18.49141	17.71733
1654.091	18.50245	17.71754
1654.19	18.51186	17.71774
1654.29	18.52145	17.71795
1654.389	18.53056	17.71815
1654.488	18.53912	17.71835
1654.588	18.54697	17.71855
1654.687	18.55346	17.71875
1654.786	18.55911	17.71895
1654.886	18.56335	17.71914
1654.985	18.56643	17.71934
1655.084	18.56821	17.71954
1655.183	18.56921	17.71973
1655.283	18.57046	17.71993
1655.382	18.57156	17.72012
1655.481	18.57323	17.72032
1655.581	18.57502	17.72051
1655.68	18.5763	17.72071
1655.779	18.57725	17.7209
1655.879	18.57821	17.72109
1655.978	18.57859	17.72128
1656.077	18.57852	17.72147
1656.176	18.57843	17.72165
1656.276	18.57729	17.72183
1656.375	18.57564	17.72201
1656.474	18.57281	17.72218
1656.574	18.56856	17.72235
1656.673	18.56406	17.72252
1656.772	18.56003	17.72268
1656.872	18.5571	17.72283
1656.971	18.55613	17.72298
1657.07	18.55645	17.72313
1657.17	18.55797	17.72327
1657.269	18.56063	17.72341
1657.368	18.56394	17.72354
1657.467	18.56804	17.72366
1657.567	18.57329	17.72378
1657.666	18.57943	17.72389
1657.765	18.58584	17.72399
1657.865	18.59221	17.72409
1657.964	18.59757	17.72417
1658.063	18.6017	17.72425
1658.163	18.60513	17.72432
1658.262	18.60873	17.72438
